pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2016-04-27,midpoint,SELL1,SELL,130.0,125.642,124.689,TP,95.3,12389.0,97368,97395
EURJPY,2016-05-03,midpoint,BUY1,BUY,100.0,122.634,123.117,TP,48.3,4830.0,97512,97533
EURJPY,2016-05-03,midpoint,SELL1,SELL,130.0,122.634,121.828,TP,80.6,10478.0,97512,97596
EURJPY,2016-05-05,midpoint,BUY1,BUY,100.0,122.882,122.297,SL,-58.5,-5850.0,97560,97572
EURJPY,2016-05-05,midpoint,SELL1,SELL,130.0,122.882,122.297,TP,58.5,7605.0,97560,97572
EURJPY,2016-05-07,midpoint,BUY1,BUY,100.0,122.124,122.658,TP,53.4,5340.0,97608,97661
EURJPY,2016-05-07,midpoint,SELL1,SELL,130.0,122.124,122.669,TIME_EXIT,-54.5,-7085.0,97608,98039
EURJPY,2016-05-10,midpoint,BUY1,BUY,100.0,123.354,123.907,TP,55.3,5530.0,97680,97686
EURJPY,2016-05-10,midpoint,SELL1,SELL,130.0,123.354,122.471,TIME_EXIT,88.3,11479.0,97680,98111
EURJPY,2016-05-11,midpoint,BUY1,BUY,100.0,124.213,124.643,TP,43.0,4300.0,97704,97737
EURJPY,2016-05-11,midpoint,SELL1,SELL,130.0,124.213,123.319,TP,89.4,11622.0,97704,97758
EURJPY,2016-05-19,midpoint,BUY1,BUY,100.0,123.614,122.957,SL,-65.7,-6570.0,97896,97909
EURJPY,2016-05-19,midpoint,SELL1,SELL,130.0,123.614,122.957,TP,65.7,8541.0,97896,97909
EURJPY,2016-05-21,midpoint,BUY1,BUY,100.0,123.567,123.076,SL,-49.1,-4910.0,97944,97999
EURJPY,2016-05-21,midpoint,SELL1,SELL,130.0,123.567,123.076,TP,49.1,6383.0,97944,97999
EURJPY,2016-05-26,midpoint,BUY1,BUY,100.0,122.853,122.523,SL,-33.0,-3300.0,98064,98064
EURJPY,2016-05-26,midpoint,SELL1,SELL,130.0,122.853,122.523,TP,33.0,4290.0,98064,98064
